engine_id,predicted,actual,abs_error,std,within_95_ci
1,109.58422973632813,112,2.415770263671874,23.747488838453975,True
2,115.25432540893554,98,17.254325408935543,25.355912473554067,True
3,40.609403381347654,69,28.390596618652346,7.332073369304297,False
4,80.85913673400879,82,1.1408632659912143,16.559608487939954,True
5,110.95975624084473,91,19.959756240844726,20.276828980940422,True
6,115.67431091308593,93,22.674310913085932,24.579643161415916,True
7,91.85064750671387,91,0.8506475067138695,21.38200286289575,True
8,92.08096527099609,95,2.9190347290039114,19.77164601455231,True
9,118.96664733886719,111,7.96664733886719,23.274685173304047,True
10,80.90490356445312,96,15.095096435546878,20.186114458764717,True
11,87.71841979980469,97,9.281580200195307,17.26390991380125,True
12,99.39504508972168,124,24.604954910278323,21.401592209998288,True
13,70.61515014648438,95,24.384849853515618,14.871194955887685,False
14,115.13202072143555,107,8.132020721435552,27.31904851272259,True
15,98.20164154052735,83,15.201641540527348,24.02531960684206,True
16,88.14204978942871,84,4.142049789428711,20.22227608502394,True
17,45.949124298095704,50,4.050875701904296,9.618586018478862,True
18,26.358934745788574,28,1.6410652542114263,4.686975516502685,True
19,78.04602745056152,87,8.953972549438475,13.196490073862291,True
20,20.626517162322997,16,4.6265171623229975,3.201667337646974,True
21,55.8071736907959,57,1.1928263092041007,11.274267033476939,True
22,112.81174591064453,111,1.8117459106445324,25.28572277169865,True
23,115.17376983642578,113,2.1737698364257767,26.03894906569053,True
24,21.18914384841919,20,1.1891438484191887,3.7052557467244474,True
25,101.40295227050781,145,43.59704772949219,14.971936037166744,False
26,107.88312225341797,119,11.116877746582034,22.916870649649756,True
27,67.48439147949219,66,1.4843914794921886,16.62677097671111,True
28,106.26759872436523,97,9.267598724365229,26.324622327199314,True
29,103.18761154174804,90,13.18761154174804,20.79777917956511,True
30,107.38558609008788,115,7.614413909912116,22.42766185834426,True
31,14.003774757385253,8,6.003774757385253,2.6122070105610855,False
32,46.10560956954956,48,1.8943904304504429,8.74886362839845,True
33,104.8726885986328,106,1.1273114013671943,22.469258247120937,True
34,5.10355884552002,7,1.8964411544799802,2.0636351830453084,True
35,13.631755485534669,11,2.6317554855346685,2.1739310718426643,True
36,27.37194850921631,19,8.37194850921631,4.110210326448841,False
37,24.837304306030273,21,3.8373043060302727,4.788651703625858,True
38,48.54878829956055,50,1.4512117004394511,10.535565308778732,True
39,123.27606414794921,142,18.723935852050786,23.01681254041329,True
40,37.31959030151367,28,9.31959030151367,6.212644355999952,True
41,22.265160732269287,18,4.265160732269287,3.7841396283793265,True
42,9.097772884368897,10,0.9022271156311028,1.878860609683557,True
43,57.30538917541504,59,1.694610824584963,13.885877104811712,True
44,79.08123466491699,109,29.91876533508301,17.703751616189688,True
45,89.73148750305175,114,24.268512496948247,16.54663470177953,True
46,35.35875659942627,47,11.641243400573728,7.22630745049493,True
47,107.88433258056641,135,27.115667419433592,19.10964102484569,True
48,98.73643661499024,92,6.7364366149902395,18.662252809052383,True
49,20.44785675048828,21,0.5521432495117189,3.5497471592583696,True
50,79.70049125671386,79,0.7004912567138604,15.588471873155099,True
51,102.50091827392578,114,11.499081726074223,23.032097696382127,True
52,27.327839107513427,29,1.6721608924865734,5.3815722576969955,True
53,25.66958236694336,26,0.3304176330566406,4.2456556012818965,True
54,118.12884048461915,97,21.128840484619147,27.008464475375465,True
55,97.63431259155273,137,39.36568740844727,19.757401595741207,False
56,18.600190582275392,15,3.600190582275392,3.391799563935579,True
57,108.15416107177734,103,5.154161071777338,23.208375341790642,True
58,37.97368766784668,37,0.9736876678466828,6.856752234095439,True
59,116.72804992675782,114,2.7280499267578193,25.115364469923737,True
60,113.73571434020997,100,13.735714340209967,21.89777947930854,True
61,15.533447761535644,21,5.466552238464356,2.7230121181351343,False
62,35.22008056640625,54,18.779919433593747,7.529492104909151,False
63,84.55025451660157,72,12.55025451660157,14.80827203319442,True
64,19.888710308074952,28,8.111289691925048,3.2047381812675564,False
65,118.60408256530762,128,9.395917434692379,22.43138966803527,True
66,23.203766956329346,14,9.203766956329346,4.226820950946838,False
67,106.33147468566895,77,29.33147468566895,22.848138809576405,True
68,9.504836587905883,8,1.5048365879058831,2.7116000862588248,True
69,107.84877868652343,121,13.151221313476569,23.375439442699147,True
70,84.5731504058838,94,9.426849594116206,16.719383712068293,True
71,94.6639503479004,118,23.336049652099604,20.57274840466113,True
72,57.38916206359863,50,7.389162063598633,9.868093332948563,True
73,102.59137786865234,131,28.408622131347656,17.6477420979012,True
74,111.62055435180665,126,14.379445648193354,19.79219274478827,True
75,86.36221298217774,113,26.637787017822262,18.20103705433119,True
76,7.380623822212219,10,2.619376177787781,2.4707702995416274,True
77,26.41505765914917,34,7.58494234085083,4.873914711445745,True
78,120.54158966064453,107,13.541589660644533,25.274594561896638,True
79,75.62317024230957,63,12.62317024230957,16.098728077071527,True
80,97.89106826782226,90,7.891068267822263,22.144586908879624,True
81,10.463219938278199,8,2.4632199382781987,1.8037248353157433,True
82,9.428993005752563,9,0.42899300575256305,2.315995882405244,True
83,114.42774383544922,137,22.57225616455078,24.33106978091134,True
84,70.92031158447266,58,12.920311584472657,13.847028397272974,True
85,116.77422729492187,118,1.2257727050781284,26.991182928048122,True
86,115.94194381713868,89,26.94194381713868,23.34842549805982,True
87,114.74033737182617,116,1.2596626281738281,23.72963718686847,True
88,112.98142868041992,115,2.018571319580076,17.45356257387003,True
89,111.52439208984374,136,24.475607910156256,22.011810806038266,True
90,28.493448352813722,28,0.4934483528137221,5.372981975328528,True
91,26.04577718734741,38,11.954222812652588,4.240495969288782,False
92,23.767979774475098,20,3.767979774475098,4.158804780755956,True
93,44.90437355041504,85,40.09562644958496,8.87559142171672,False
94,64.40994026184082,55,9.409940261840816,13.339966642311799,True
95,89.35500938415527,128,38.64499061584473,21.14175296190593,True
96,111.00885025024414,137,25.991149749755863,25.40830688775746,True
97,74.38793197631836,82,7.612068023681644,17.71370783998573,True
98,62.069443435668944,59,3.069443435668944,12.094467417869435,True
99,116.43292236328125,117,0.56707763671875,26.33337853153111,True
100,19.722963733673097,20,0.2770362663269026,2.918428396879736,True
